Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"9,300",180 to 190,"2,000 to 2,100",Dec-24
THE VERVE,JALAN RAJAH,12,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,3,"5,900",110 to 120,"1,100 to 1,200",Dec-24
JC RESIDENCE,JOO CHIAT LANE,15,Non-Landed Properties,2,"4,300",70 to 80,800 to 900,Dec-24
THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Dec-24
ARDMORE THREE,ARDMORE PARK,10,Non-Landed Properties,3,"12,600",160 to 170,"1,700 to 1,800",Dec-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,2,"6,500",80 to 90,800 to 900,Dec-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"6,900",170 to 180,"1,800 to 1,900",Dec-24
RIVERVALE CREST,RIVERVALE CRESCENT,19,Non-Landed Properties,1,"3,000",80 to 90,800 to 900,Dec-24
VA RESIDENCES,BOON TECK ROAD,12,Non-Landed Properties,2,"3,400",50 to 60,600 to 700,Dec-24
SKIES MILTONIA,MILTONIA CLOSE,27,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Dec-24
THE TRE VER,POTONG PASIR AVENUE 1,13,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
THE TRILLIUM,KIM SENG ROAD,09,Non-Landed Properties,4,"12,000",200 to 210,"2,200 to 2,300",Dec-24
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,4,"10,800",220 to 230,"2,400 to 2,500",Dec-24
REGENCY PARK,NATHAN ROAD,10,Non-Landed Properties,3,"15,000",260 to 270,"2,800 to 2,900",Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"5,100",50 to 60,500 to 600,Dec-24
THE SEA VIEW,AMBER ROAD,15,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Dec-24
THE TENNERY,WOODLANDS ROAD,23,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Dec-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,4,"8,900",120 to 130,"1,300 to 1,400",Dec-24
COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",Dec-24
THE ANSLEY,MANDALAY ROAD,11,Non-Landed Properties,1,"3,500",50 to 60,600 to 700,Dec-24
EAST PALM,PALM ROAD,15,Non-Landed Properties,3,"4,500",100 to 110,"1,000 to 1,100",Dec-24
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Dec-24
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,2,"4,200",50 to 60,600 to 700,Dec-24
STRATUM,ELIAS ROAD,18,Non-Landed Properties,2,"3,450",80 to 90,"900 to 1,000",Dec-24
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,Non-Landed Properties,2,"5,550",70 to 80,700 to 800,Dec-24
HELIOS RESIDENCES,CAIRNHILL CIRCLE,09,Non-Landed Properties,3,"9,300",150 to 160,"1,700 to 1,800",Dec-24
RIVERBAY,MAR THOMA ROAD,12,Non-Landed Properties,2,"2,800",60 to 70,600 to 700,Dec-24
VALLEY MANSION,OXLEY ROAD,09,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Dec-24
ASTON MANSIONS,LORONG 42 GEYLANG,14,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Dec-24
VERDURE,HOLLAND ROAD,10,Non-Landed Properties,3,"7,000",130 to 140,"1,400 to 1,500",Dec-24
HOLLAND GEMS,TAMAN NAKHODA,10,Non-Landed Properties,3,"6,500",150 to 160,"1,700 to 1,800",Dec-24
LE CRESCENDO,PAYA LEBAR ROAD,14,Non-Landed Properties,2,"3,650",80 to 90,800 to 900,Dec-24
THE NAUTICAL,JALAN SENDUDOK,27,Non-Landed Properties,NA,"2,400",40 to 50,400 to 500,Dec-24
THE TRIZON,RIDGEWOOD CLOSE,10,Non-Landed Properties,3,"8,000",170 to 180,"1,800 to 1,900",Dec-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"6,400",150 to 160,"1,600 to 1,700",Dec-24
CORALIS,JOO CHIAT ROAD,15,Non-Landed Properties,2,"4,600",80 to 90,800 to 900,Dec-24
26 NEWTON,NEWTON ROAD,11,Non-Landed Properties,2,"3,400",50 to 60,500 to 600,Dec-24
DOMAIN 21,DELTA ROAD,03,Non-Landed Properties,2,"4,900",80 to 90,"900 to 1,000",Dec-24
THE TRE VER,POTONG PASIR AVENUE 1,13,Non-Landed Properties,4,"7,400",120 to 130,"1,300 to 1,400",Dec-24
ASTRID MEADOWS,CORONATION ROAD WEST,10,Non-Landed Properties,NA,"7,999",180 to 190,"1,900 to 2,000",Dec-24
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Dec-24
THE HORIZON,HOLT ROAD,10,Non-Landed Properties,3,"6,100",140 to 150,"1,500 to 1,600",Dec-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Dec-24
SIMSVILLE,GEYLANG EAST AVENUE 2,14,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Dec-24
NON-LANDED HOUSING DEVELOPMENT,HORNE ROAD,08,Non-Landed Properties,NA,"4,000",80 to 90,"900 to 1,000",Dec-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Dec-24
KEMBANGAN SUITES,JALAN MASJID,14,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Dec-24
RIVIERE,JIAK KIM STREET,03,Non-Landed Properties,2,"6,750",70 to 80,800 to 900,Dec-24
SENNETT RESIDENCE,PHENG GECK AVENUE,13,Non-Landed Properties,2,"4,450",80 to 90,800 to 900,Dec-24
THE SCALA,SERANGOON AVENUE 3,19,Non-Landed Properties,2,"5,000",80 to 90,"900 to 1,000",Dec-24
THE FORD @ HOLLAND,FORD AVENUE,10,Non-Landed Properties,1,"3,700",50 to 60,600 to 700,Dec-24
MIDWOOD,HILLVIEW RISE,23,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Dec-24
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Dec-24
BELLE VUE RESIDENCES,OXLEY WALK,09,Non-Landed Properties,2,"8,500",130 to 140,"1,300 to 1,400",Dec-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,500",70 to 80,700 to 800,Dec-24
CHERRYHILL,LORONG LEW LIAN,19,Non-Landed Properties,3,"3,900",130 to 140,"1,400 to 1,500",Dec-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,200",50 to 60,600 to 700,Dec-24
ARDMORE II,ARDMORE PARK,10,Non-Landed Properties,4,"12,800",180 to 190,"2,000 to 2,100",Dec-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,3,"6,150",110 to 120,"1,200 to 1,300",Dec-24
SOUTHBANK,NORTH BRIDGE ROAD,07,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Dec-24
THE ATELIER,MAKEWAY AVENUE,09,Non-Landed Properties,NA,"4,000",50 to 60,500 to 600,Dec-24
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",Dec-24
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,2,"5,300",80 to 90,800 to 900,Dec-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,3,"6,600",110 to 120,"1,200 to 1,300",Dec-24
THE LANAI,HILLVIEW AVENUE,23,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Dec-24
YISHUN EMERALD,CANBERRA DRIVE,27,Non-Landed Properties,2,"3,050",80 to 90,"900 to 1,000",Dec-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,400",40 to 50,400 to 500,Dec-24
SIGLAP V,FIRST STREET,15,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,Dec-24
BEDOK COURT,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"5,800",220 to 230,"2,400 to 2,500",Dec-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,400",110 to 120,"1,100 to 1,200",Dec-24
TRESALVEO,MARYMOUNT TERRACE,20,Non-Landed Properties,3,"6,000",150 to 160,"1,700 to 1,800",Dec-24
ENG KONG PARK,ENG KONG TERRACE,21,Non-Landed Properties,NA,"4,800",100 to 110,"1,100 to 1,200",Dec-24
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"4,400",90 to 100,"900 to 1,000",Dec-24
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,3,"3,850",80 to 90,"900 to 1,000",Dec-24
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-Landed Properties,3,"5,600",100 to 110,"1,000 to 1,100",Dec-24
QUEENS,STIRLING ROAD,03,Non-Landed Properties,3,"5,000",110 to 120,"1,100 to 1,200",Dec-24
BEVERLY HILL,GRANGE ROAD,10,Non-Landed Properties,NA,"17,250",350 to 360,"3,700 to 3,800",Dec-24
TEXTILE CENTRE,JALAN SULTAN,07,Non-Landed Properties,2,"5,500",80 to 90,800 to 900,Dec-24
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"4,480",140 to 150,"1,500 to 1,600",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,Dec-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Dec-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"5,800",130 to 140,"1,400 to 1,500",Dec-24
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Dec-24
THE NEXUS,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,600",90 to 100,"1,000 to 1,100",Dec-24
GUILIN VIEW,BUKIT BATOK STREET 52,23,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Dec-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,2,"5,000",80 to 90,800 to 900,Dec-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,1,"3,900",40 to 50,500 to 600,Dec-24
CITY STUDIOS,RACE COURSE LANE,08,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Dec-24
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,3,"4,800",110 to 120,"1,100 to 1,200",Dec-24
DUNMAN PLACE,DUNMAN ROAD,15,Non-Landed Properties,3,"4,900",130 to 140,"1,400 to 1,500",Dec-24
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,NA,"2,600",50 to 60,500 to 600,Dec-24
J GATEWAY,GATEWAY DRIVE,22,Non-Landed Properties,1,"3,550",40 to 50,400 to 500,Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,3,"8,000",120 to 130,"1,300 to 1,400",Dec-24
ORANGE REGENCY,FERNHILL ROAD,10,Non-Landed Properties,NA,"7,400",150 to 160,"1,600 to 1,700",Dec-24
THE HILLIER,HILLVIEW RISE,23,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Dec-24
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,2,"4,300",110 to 120,"1,200 to 1,300",Dec-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"3,900",50 to 60,500 to 600,Dec-24
RIVER PLACE,HAVELOCK ROAD,03,Non-Landed Properties,3,"7,100",140 to 150,"1,500 to 1,600",Dec-24
OKIO,BALESTIER ROAD,12,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Dec-24
URBAN TREASURES,JALAN EUNOS,14,Non-Landed Properties,2,"3,350",60 to 70,600 to 700,Dec-24
ALEXIS,ALEXANDRA ROAD,03,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Dec-24
HYLL ON HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,3,"5,800",80 to 90,"900 to 1,000",Dec-24
NOTTINGHILL SUITES,TOH TUCK ROAD,21,Non-Landed Properties,1,"2,400",40 to 50,500 to 600,Dec-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Dec-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,400",60 to 70,700 to 800,Dec-24
VIBES @ EAST COAST,TELOK KURAU ROAD,15,Non-Landed Properties,1,"2,700",30 to 40,400 to 500,Dec-24
SIMS URBAN OASIS,SIMS DRIVE,14,Non-Landed Properties,1,"3,000",30 to 40,400 to 500,Dec-24
SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,19,Non-Landed Properties,NA,"2,480",40 to 50,400 to 500,Dec-24
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,19,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Dec-24
THE MINTON,HOUGANG STREET 11,19,Non-Landed Properties,2,"4,450",100 to 110,"1,100 to 1,200",Dec-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Dec-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,400",80 to 90,"900 to 1,000",Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"3,900",60 to 70,700 to 800,Dec-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,1,"2,950",40 to 50,400 to 500,Dec-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,1,"4,300",40 to 50,500 to 600,Dec-24
RIVERSIDE 48,ROBERTSON QUAY,09,Non-Landed Properties,NA,"4,300",80 to 90,"900 to 1,000",Dec-24
LA FIESTA,SENGKANG SQUARE,19,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Dec-24
MOUNT SOPHIA SUITES,SOPHIA ROAD,09,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Dec-24
NOTTINGHILL SUITES,TOH TUCK ROAD,21,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Dec-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"7,800",100 to 110,"1,100 to 1,200",Dec-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,400",110 to 120,"1,100 to 1,200",Dec-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,320",60 to 70,600 to 700,Dec-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Dec-24
NORTH PARK RESIDENCES,YISHUN CENTRAL 1,27,Non-Landed Properties,NA,"2,750",40 to 50,400 to 500,Dec-24
LOTUS AT JOO CHIAT,JOO CHIAT PLACE,15,Non-Landed Properties,1,"4,740",60 to 70,700 to 800,Dec-24
BELLA CASITA,IPOH LANE,15,Non-Landed Properties,1,"2,850",40 to 50,500 to 600,Dec-24
EBONY MANSIONS,LORONG M TELOK KURAU,15,Non-Landed Properties,NA,"4,600",110 to 120,"1,200 to 1,300",Dec-24
VETRO,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,000",50 to 60,600 to 700,Dec-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,5,"5,300",130 to 140,"1,300 to 1,400",Dec-24
THE MAKENA,MEYER ROAD,15,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Dec-24
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Dec-24
NINE RESIDENCES,YISHUN AVENUE 9,27,Non-Landed Properties,3,"4,200",80 to 90,"900 to 1,000",Dec-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Dec-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"4,200",90 to 100,"1,000 to 1,100",Dec-24
CASAFINA,BEDOK SOUTH AVENUE 1,16,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-24
SKYLINE RESIDENCES,TELOK BLANGAH ROAD,04,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Dec-24
BALMORAL HILLS,BALMORAL PARK,10,Non-Landed Properties,3,"8,200",120 to 130,"1,300 to 1,400",Dec-24
THE AVENIR,RIVER VALLEY CLOSE,09,Non-Landed Properties,NA,"8,600",100 to 110,"1,100 to 1,200",Dec-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,650",60 to 70,600 to 700,Dec-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,22,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",Dec-24
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,150",80 to 90,"900 to 1,000",Dec-24
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,NA,"4,200",60 to 70,700 to 800,Dec-24
THE LAKEFRONT RESIDENCES,LAKESIDE DRIVE,22,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Dec-24
THE MAYFAIR,JURONG EAST STREET 32,22,Non-Landed Properties,3,"4,700",100 to 110,"1,100 to 1,200",Dec-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,2,"4,600",80 to 90,"900 to 1,000",Dec-24
PARC VISTA,CORPORATION ROAD,22,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Dec-24
UE SQUARE,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"4,000",70 to 80,800 to 900,Dec-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Dec-24
FAR HORIZON GARDENS,ANG MO KIO AVENUE 9,20,Non-Landed Properties,2,"2,250",80 to 90,"900 to 1,000",Dec-24
STARS OF KOVAN,UPPER SERANGOON ROAD,19,Non-Landed Properties,1,"3,250",40 to 50,500 to 600,Dec-24
COSTA RHU,RHU CROSS,15,Non-Landed Properties,2,"5,700",120 to 130,"1,300 to 1,400",Dec-24
THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,04,Non-Landed Properties,NA,"4,000",40 to 50,400 to 500,Dec-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"3,700",100 to 110,"1,100 to 1,200",Dec-24
KATONG REGENCY,TANJONG KATONG ROAD,15,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",Dec-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,4,"23,000",300 to 310,"3,200 to 3,300",Dec-24
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,01,Non-Landed Properties,3,"6,500",130 to 140,"1,400 to 1,500",Dec-24
THE SANTORINI,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,600",40 to 50,500 to 600,Dec-24
GRANGE RESIDENCES,GRANGE ROAD,10,Non-Landed Properties,4,"24,000",240 to 250,"2,600 to 2,700",Dec-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,250",30 to 40,300 to 400,Dec-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"4,200",70 to 80,700 to 800,Dec-24
CASA AERATA,LORONG 26 GEYLANG,14,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Dec-24
SUITES@ KATONG,TANJONG KATONG ROAD,15,Non-Landed Properties,1,"2,600",30 to 40,300 to 400,Dec-24
THE PEARL @ MOUNT FABER,MOUNT FABER ROAD,04,Non-Landed Properties,2,"5,200",90 to 100,"1,000 to 1,100",Dec-24
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Dec-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,2,"5,500",70 to 80,700 to 800,Dec-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Dec-24
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Dec-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,2,"4,300",50 to 60,600 to 700,Dec-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,300",80 to 90,800 to 900,Dec-24
NORTH PARK RESIDENCES,YISHUN CENTRAL 1,27,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Dec-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,3,"9,400",150 to 160,"1,600 to 1,700",Dec-24
MONARCHY APARTMENTS,MANDALAY ROAD,11,Non-Landed Properties,3,"5,200",120 to 130,"1,300 to 1,400",Dec-24
ESPANA,DYSON ROAD,11,Non-Landed Properties,3,"7,800",210 to 220,"2,200 to 2,300",Dec-24
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,3,"4,600",150 to 160,"1,600 to 1,700",Dec-24
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Dec-24
TANGLIN PARK,RIDLEY PARK,10,Non-Landed Properties,2,"4,800",100 to 110,"1,100 to 1,200",Dec-24
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Dec-24
THE COTZ,TELOK KURAU ROAD,15,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Dec-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Dec-24
THE CATHAY RESIDENCE,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,596",90 to 100,"900 to 1,000",Dec-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,000",80 to 90,800 to 900,Dec-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Dec-24
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Dec-24
THE HILLIER,HILLVIEW RISE,23,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Dec-24
LEONIE CONDOTEL,LEONIE HILL ROAD,09,Non-Landed Properties,4,"11,500",250 to 260,"2,700 to 2,800",Dec-24
REZI 3TWO,LORONG 32 GEYLANG,14,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,200",50 to 60,600 to 700,Dec-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,3,"5,700",140 to 150,"1,500 to 1,600",Dec-24
THE REEF AT KING'S DOCK,HARBOURFRONT AVENUE,04,Non-Landed Properties,NA,"5,500",70 to 80,700 to 800,Dec-24
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-24
SPRING @ LANGSAT,LANGSAT ROAD,15,Non-Landed Properties,2,"4,150",80 to 90,800 to 900,Dec-24
STRATFORD COURT,BEDOK RIA CRESCENT,16,Non-Landed Properties,2,"3,350",80 to 90,"900 to 1,000",Dec-24
WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,Non-Landed Properties,4,"7,750",180 to 190,"1,900 to 2,000",Dec-24
KEMBANGAN SUITES,JALAN MASJID,14,Non-Landed Properties,1,"2,700",30 to 40,400 to 500,Dec-24
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Dec-24
HORIZON TOWERS,LEONIE HILL,09,Non-Landed Properties,4,"7,500",220 to 230,"2,300 to 2,400",Dec-24
DUNEARN SUITES,DUNEARN ROAD,11,Non-Landed Properties,1,"3,250",40 to 50,500 to 600,Dec-24
THE NAUTICAL,JALAN SENDUDOK,27,Non-Landed Properties,3,"3,800",90 to 100,"1,000 to 1,100",Dec-24
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Dec-24
PARC VISTA,CORPORATION ROAD,22,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Dec-24
ST MARTIN RESIDENCE,ST. MARTIN'S DRIVE,10,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Dec-24
THE SERENADE @ HOLLAND,HOLLAND ROAD,10,Non-Landed Properties,3,"6,200",140 to 150,"1,500 to 1,600",Dec-24
MARINE VILLE,MARINE PARADE,15,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Dec-24
OLEANAS RESIDENCE,KIM YAM ROAD,09,Non-Landed Properties,3,"6,000",100 to 110,"1,100 to 1,200",Dec-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,3,"5,600",80 to 90,800 to 900,Dec-24
SPRING GROVE,GRANGE ROAD,10,Non-Landed Properties,2,"4,450",90 to 100,"1,000 to 1,100",Dec-24
SOPHIA FLATS,WILKIE ROAD,09,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Dec-24
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"7,700",160 to 170,"1,700 to 1,800",Dec-24
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,1,"2,600",50 to 60,600 to 700,Dec-24
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Dec-24
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,900",110 to 120,"1,200 to 1,300",Dec-24
LE CRESCENDO,PAYA LEBAR ROAD,14,Non-Landed Properties,3,"4,500",110 to 120,"1,100 to 1,200",Dec-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Dec-24
DUO RESIDENCES,FRASER STREET,07,Non-Landed Properties,1,"4,700",60 to 70,600 to 700,Dec-24
REGENTVILLE,HOUGANG STREET 92,19,Non-Landed Properties,3,"4,100",100 to 110,"1,000 to 1,100",Dec-24
GRANDEUR 8,ANG MO KIO CENTRAL 3,20,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Dec-24
PARC ESTA,SIMS AVENUE,14,Non-Landed Properties,1,"3,100",30 to 40,400 to 500,Dec-24
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,4,"6,300",270 to 280,"2,900 to 3,000",Dec-24
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Dec-24
JADE RESIDENCES,LEW LIAN VALE,19,Non-Landed Properties,3,"3,600",60 to 70,700 to 800,Dec-24
AFFINITY AT SERANGOON,SERANGOON NORTH AVENUE 1,19,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Dec-24
