Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
SERANGOON GARDEN ESTATE,HEMSLEY AVENUE,19,Terrace House,NA,"4,100",100 to 150,"1,000 to 1,500",Oct-24
BRADDELL HEIGHTS ESTATE,CHILTERN DRIVE,13,Detached House,NA,"8,250",400 to 450,"4,000 to 4,500",Oct-24
YEW LIAN PARK,TAMAN PERMATA,20,Terrace House,NA,"10,500",250 to 300,"2,500 to 3,000",Oct-24
SAVOY PARK,ENG KONG DRIVE,21,Terrace House,NA,"6,800",200 to 250,"2,000 to 2,500",Oct-24
HAI SING PARK,HAI SING ROAD,19,Terrace House,NA,"4,200",200 to 250,"2,000 to 2,500",Oct-24
CHARLTON PARK,SURIN AVENUE,19,Terrace House,NA,"5,000",200 to 250,"2,500 to 3,000",Oct-24
SERANGOON GARDEN ESTATE,CARISBROOKE GROVE,19,Terrace House,NA,"5,600",150 to 200,"2,000 to 2,500",Oct-24
GOLDENHILL VILLAS,GOLDEN RISE,19,Semi-Detached House,NA,"8,800",250 to 300,"2,500 to 3,000",Oct-24
THE GREENWOOD,GREENWOOD AVENUE,11,Terrace House,NA,"9,500",200 to 250,"2,500 to 3,000",Oct-24
BLAIR PLAIN CONSERVATION AREA,EVERTON ROAD/SPOTTISWOODE PARK ROAD,02,Terrace House,NA,"12,500",300 to 350,"3,000 to 3,500",Oct-24
PALM GROVE REGENCY,PALM GROVE AVENUE,19,Terrace House,NA,"7,500",250 to 300,"2,500 to 3,000",Oct-24
LENTOR VIEW,LENTOR PLACE,26,Terrace House,NA,"5,500",150 to 200,"2,000 to 2,500",Oct-24
SERANGOON GARDEN ESTATE,BLOXHOME DRIVE,19,Semi-Detached House,NA,"13,100",250 to 300,"3,000 to 3,500",Oct-24
KELSO GARDENS,LORONG K TELOK KURAU,15,Semi-Detached House,NA,"8,000",250 to 300,"3,000 to 3,500",Oct-24
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,19,Semi-Detached House,NA,"4,600",200 to 250,"2,000 to 2,500",Oct-24
GREENBANK PARK,GREENBANK PARK,21,Semi-Detached House,NA,"7,000",300 to 350,"3,000 to 3,500",Oct-24
CHIP THYE GARDEN,YIO CHU KANG GARDENS,20,Terrace House,NA,"5,131",200 to 250,"2,000 to 2,500",Oct-24
SOMMERVILLE PARK,FARRER DRIVE,10,Terrace House,NA,"15,000",250 to 300,"2,500 to 3,000",Oct-24
THE WHITLEY RESIDENCES,WHITLEY ROAD,11,Semi-Detached House,NA,"10,800",300 to 350,"3,000 to 3,500",Oct-24
CASA NALLUR,NALLUR ROAD,15,Terrace House,NA,"7,500",200 to 250,"2,500 to 3,000",Oct-24
LAKESIDE GROVE,CORPORATION RISE,22,Terrace House,NA,"6,800",200 to 250,"2,000 to 2,500",Oct-24
CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD,09,Terrace House,NA,"11,500",300 to 350,"3,500 to 4,000",Oct-24
HELICONA LODGE,JALAN HAJI SALAM,16,Terrace House,NA,"6,594",150 to 200,"1,500 to 2,000",Oct-24
THE SPRINGFIELD,CHEMPAKA KUNING LINK,16,Terrace House,NA,"6,200",150 to 200,"2,000 to 2,500",Oct-24
GREEN HILL ESTATE,JALAN EMAS URAI,23,Semi-Detached House,NA,"9,800",150 to 200,"2,000 to 2,500",Oct-24
BARTLEY RISE ESTATE,JALAN LABU AYER,19,Terrace House,NA,"4,600",150 to 200,"1,500 to 2,000",Oct-24
THE MONDRIAN,HINDHEDE PLACE,21,Detached House,NA,"12,000",300 to 350,"3,000 to 3,500",Oct-24
MIMOSA VILLAS,MIMOSA WALK,28,Semi-Detached House,NA,"8,000",300 to 350,"3,000 to 3,500",Oct-24
SPRINGWOOD,SPRINGWOOD CRESCENT,05,Terrace House,NA,"6,300",150 to 200,"1,500 to 2,000",Oct-24
SERANGOON GARDEN ESTATE,CHISELHURST GROVE,19,Semi-Detached House,NA,"10,288",250 to 300,"2,500 to 3,000",Oct-24
CAIRNHILL CONSERVATION AREA,CAIRNHILL ROAD,09,Terrace House,NA,"26,000",450 to 500,"5,000 to 5,500",Oct-24
LAUW & SONS GARDEN,BINCHANG RISE,20,Semi-Detached House,NA,"11,000",200 to 250,"2,500 to 3,000",Oct-24
HILLCREST PARK,GREENWOOD AVENUE,11,Semi-Detached House,NA,"7,300",100 to 150,"1,500 to 2,000",Oct-24
WEST COAST GARDENS,WEST COAST RISE,05,Semi-Detached House,NA,"9,500",300 to 350,"3,000 to 3,500",Oct-24
THE GREENWOOD,GREENWOOD CRESCENT,11,Terrace House,NA,"9,750",200 to 250,"2,500 to 3,000",Oct-24
BEDOK PESARI,TAMAN BEDOK,16,Detached House,NA,"9,000",400 to 450,"4,500 to 5,000",Oct-24
NIM COLLECTION,NIM RISE,28,Terrace House,NA,"9,000",200 to 250,"2,500 to 3,000",Oct-24
SHAMROCK PARK,NAMLY CRESCENT,10,Semi-Detached House,NA,"11,700",200 to 250,"2,000 to 2,500",Oct-24
ORCHID VILLAGE,VANDA ROAD,11,Detached House,NA,"16,000",450 to 500,"4,500 to 5,000",Oct-24
HONG HENG TERRACE,THONG BEE ROAD,26,Terrace House,NA,"4,500",200 to 250,"2,000 to 2,500",Oct-24
PAVILION PARK,PAVILION CIRCLE,23,Terrace House,NA,"7,250",250 to 300,"2,500 to 3,000",Oct-24
HILLSTA,PHOENIX ROAD,23,Terrace House,NA,"7,000",250 to 300,"3,000 to 3,500",Oct-24
SOMMERVILLE PARK,SOMMERVILLE ESTATE ROAD,10,Terrace House,NA,"10,000",150 to 200,"2,000 to 2,500",Oct-24
FENGLI GARDENS,LORONG ONG LYE,19,Semi-Detached House,NA,"8,200",200 to 250,"2,500 to 3,000",Oct-24
ALLSWORTH PARK,HOLLAND ROAD,10,Terrace House,NA,"8,500",200 to 250,"2,000 to 2,500",Oct-24
FRANKEL ESTATE,SIGLAP WALK,15,Detached House,NA,"7,250",100 to 150,"1,000 to 1,500",Oct-24
SERANGOON GARDEN ESTATE,BODMIN DRIVE,19,Terrace House,NA,"7,100",100 to 150,"1,500 to 2,000",Oct-24
THE AMBIENCE,PONGGOL SEVENTEENTH AVENUE,19,Detached House,NA,"5,600",150 to 200,"2,000 to 2,500",Oct-24
FUYONG ESTATE,JALAN UJI,23,Terrace House,NA,"4,000",100 to 150,"1,000 to 1,500",Oct-24
FUYONG ESTATE,JALAN UJI,23,Terrace House,NA,"4,000",100 to 150,"1,000 to 1,500",Oct-24
SELETAR HILLS ESTATE,JALAN JARAK,28,Semi-Detached House,NA,"5,700",150 to 200,"2,000 to 2,500",Oct-24
SERANGOON PARK,JALAN SUKACHITA,13,Terrace House,NA,"5,500",50 to 100,"500 to 1,000",Oct-24
SERANGOON GARDEN ESTATE,COWDRAY AVENUE,19,Terrace House,NA,"6,100",100 to 150,"1,000 to 1,500",Oct-24
THE SHAUGHNESSY,MILTONIA CLOSE,27,Terrace House,NA,"6,500",150 to 200,"2,000 to 2,500",Oct-24
LORNIE 18,LORNIE ROAD,11,Detached House,NA,"14,000",400 to 450,"4,500 to 5,000",Oct-24
HILLVIEW ESTATE,ELIZABETH DRIVE,23,Terrace House,NA,"5,000",100 to 150,"1,000 to 1,500",Oct-24
GALLOP GARDENS,TYERSALL ROAD,10,Detached House,NA,"45,000",450 to 500,"5,000 to 5,500",Oct-24
HILLVIEW ESTATE,ELIZABETH DRIVE,23,Terrace House,NA,"5,000",100 to 150,"1,000 to 1,500",Oct-24
WEST COAST GARDENS,WEST COAST LANE,05,Terrace House,NA,"4,600",200 to 250,"2,000 to 2,500",Oct-24
CHARLTON RESIDENCES,CHARLTON ROAD,19,Terrace House,NA,"11,800",350 to 400,"4,000 to 4,500",Oct-24
THOMSON GARDEN ESTATE,JALAN RABU,20,Semi-Detached House,NA,"6,500",150 to 200,"2,000 to 2,500",Oct-24
RESIDENCES AT EMERALD HILL,EMERALD HILL ROAD,09,Terrace House,NA,"18,000",500 to 550,"5,500 to 6,000",Oct-24
RIVER VALLEY CONSERVATION AREA,RIVER VALLEY ROAD,09,Terrace House,NA,"10,000",150 to 200,"2,000 to 2,500",Oct-24
LUCKY HILL,BEDOK TERRACE,16,Terrace House,NA,"7,300",300 to 350,"3,500 to 4,000",Oct-24
TEACHER'S HOUSING ESTATE,TAGORE AVENUE,26,Terrace House,NA,"4,250",150 to 200,"2,000 to 2,500",Oct-24
SIEW LIM PARK,BEDOK ROAD,16,Semi-Detached House,NA,"3,000",150 to 200,"2,000 to 2,500",Oct-24
GOLDHILL GARDENS,GOLDHILL VIEW,11,Terrace House,NA,"5,800",200 to 250,"2,000 to 2,500",Oct-24
